customer_id,recency,frequency,monetary,segment
3182,217,1,1050.62,1
3183,145,1,401.2,1
3184,126,1,1203.93,0
3188,48,2,2043.6399999999999,2
3189,185,1,653.14,1
3191,82,2,4114.66,2
3192,22,2,3772.46,2
3193,281,2,6477.18,2
3196,162,1,796.46,1
3197,94,1,2187.33,0
3199,365,1,113.04,1
3200,68,3,4233.42,2
3202,165,1,1859.47,0
3203,213,1,438.66,1
3204,191,1,3017.0,0
3205,192,1,2309.84,0
3206,65,1,2005.05,0
3207,235,2,7242.75,2
3211,345,1,5794.96,0
3213,183,2,3030.91,2
3214,215,1,634.7,1
3216,304,1,2933.06,0
3218,306,1,4502.4,0
3221,307,2,3051.3599999999997,2
3222,167,1,2717.68,0
3225,40,3,4888.14,2
3228,104,1,1034.3,1
3229,236,1,2260.08,0
3237,308,1,1911.91,0
3238,319,1,3150.44,0
3239,344,1,3147.62,0
3240,39,2,5949.87,2
3241,177,1,1005.99,1
3243,154,1,993.0,1
3244,202,1,1171.08,0
3245,6,2,5923.93,3
3247,91,1,997.77,1
3251,248,1,1336.07,0
3252,96,2,2312.12,2
3253,197,2,1151.15,2
3258,70,1,4411.99,0
3259,107,1,533.81,1
3263,227,2,4747.86,2
3267,19,1,798.8,3
3273,349,1,423.2,1
3277,12,2,2710.45,3
3279,240,1,240.42,1
3280,244,1,386.38,1
3281,36,1,644.69,3
3282,127,1,2087.93,0
3283,45,1,4274.84,0
3284,331,1,2739.08,0
3285,355,1,1263.83,0
3287,57,1,147.91,1
3291,150,2,5370.21,2
3292,267,1,1468.34,0
3293,309,1,521.76,1
3296,81,1,625.81,1
3300,93,3,4454.7300000000005,2
3301,27,1,3925.78,3
3307,229,1,1220.33,0
3310,108,2,5221.030000000001,2
3311,35,1,685.27,3
3315,216,1,2191.24,0
3316,294,1,137.74,1
3318,343,1,3604.26,0
3320,117,1,2607.94,0
3322,20,2,1001.37,3
3326,42,3,3405.75,2
3332,259,1,1074.4,1
3333,1,1,1789.48,3
3334,195,1,59.89,1
3336,142,1,705.1,1
3338,154,1,492.48,1
3339,324,1,721.76,1
3342,103,1,5903.34,0
3343,185,1,910.42,1
3344,73,1,505.66,1
3345,192,1,600.6,1
3346,94,1,3470.25,0
3347,167,1,1242.62,0
3350,179,2,1715.62,2
3352,348,1,3358.76,0
3357,343,1,1420.48,0
3358,133,1,4474.89,0
3361,166,1,2519.24,0
3362,241,1,279.9,1
3366,17,2,2239.67,3
3368,38,1,394.78,1
3374,13,2,2421.4700000000003,3
3375,153,1,856.0,1
3376,218,1,1505.65,0
3377,353,1,6388.2,0
3381,81,2,969.0799999999999,2
3382,172,1,391.84,1
3383,108,2,5576.62,2
3384,91,1,251.7,1
3386,13,2,4699.51,2
3387,125,1,3658.96,0
3391,50,1,2749.4,0
3392,26,1,372.63,3
3393,121,1,3370.34,0
3394,181,1,196.74,1
3398,51,1,3165.84,0
3402,15,4,4704.38,2
3403,90,2,6197.36,2
3404,29,1,1355.7,3
3405,17,1,1821.53,3
3406,188,1,1057.37,1
3407,52,2,1278.8899999999999,2
3409,323,2,1790.9299999999998,2
3412,244,2,6989.15,2
3414,229,1,592.12,1
3415,322,1,961.2,1
3418,355,1,638.0,1
3419,76,2,3938.33,2
3420,254,1,2290.18,0
3422,123,1,1727.88,0
3423,202,1,207.01,1
3424,72,1,3025.64,0
3425,106,2,1945.23,2
3432,189,2,4211.07,2
3434,341,1,648.62,1
3435,362,1,1218.84,0
3436,132,2,2152.7,2
3437,27,2,3057.62,2
3438,157,3,4428.71,2
3439,313,1,920.65,1
3440,313,1,3063.96,0
3441,10,3,10079.25,2
3444,139,1,356.44,1
3448,44,1,2963.9,3
3449,35,1,1049.52,3
3452,360,1,886.34,1
3453,329,1,405.05,1
3456,24,3,2437.7,2
3457,51,1,2720.07,0
3458,45,1,3372.98,3
3460,139,1,727.54,1
3461,89,1,442.26,1
3462,79,2,3136.1400000000003,2
3465,176,1,2744.0,0
3466,154,1,4520.0,0
3467,51,1,3949.23,0
3473,2,4,4706.65,2
3474,242,1,1513.84,0
3475,236,1,257.44,1
3481,154,1,174.59,1
3482,130,1,2203.12,0
3483,244,1,3297.71,0
3486,341,1,5275.04,0
3488,164,1,2360.82,0
3493,103,1,1731.48,0
3499,219,1,250.58,1
3502,353,1,1859.06,0
3503,334,1,305.54,1
3507,12,1,2470.9,3
3508,204,1,436.31,1
3510,90,1,273.54,1
3513,7,3,1897.7,2
3514,281,1,2836.86,0
3515,278,1,2332.66,0
3520,216,1,2173.56,0
3521,188,1,516.03,1
3523,148,1,2151.97,0
3524,101,1,2757.08,0
3528,42,1,3108.08,3
3531,308,1,296.31,1
3534,24,2,4984.02,2
3535,56,2,3622.63,2
3537,285,2,3244.62,2
3539,12,1,1041.32,3
3541,283,1,1572.76,0
3543,57,3,6348.01,2
3544,62,2,1812.22,2
3545,48,1,2429.0,3
3550,350,1,6604.36,0
3551,9,2,5448.4,3
3555,21,1,3296.3,3
3558,9,2,3705.13,3
3559,267,2,5479.88,2
3560,204,1,576.52,1
3561,133,1,254.86,1
3562,158,1,3824.88,0
3565,144,1,848.64,1
3566,110,1,1955.35,0
3567,9,1,694.84,3
3571,104,1,1518.45,0
3573,126,1,2340.42,0
3575,45,1,735.45,3
3576,195,1,1079.81,1
3577,330,1,2658.4,0
3578,195,1,1727.02,0
3580,354,1,1473.45,0
3581,112,2,2547.36,2
3582,166,1,1015.69,1
3584,256,1,478.91,1
3586,201,1,3007.06,0
3590,26,1,996.11,3
3592,147,1,263.01,1
3593,227,3,3994.54,2
3594,277,1,839.79,1
3595,169,1,544.64,1
3597,21,2,2591.53,2
3598,167,1,940.04,1
3599,141,1,187.98,1
3600,164,2,1794.19,2
3605,345,1,341.07,1
3608,263,1,620.78,1
3609,94,2,3116.0299999999997,2
3613,312,2,5662.04,2
3617,119,1,2846.45,0
3619,29,2,3243.06,2
3621,268,2,6670.0,2
3622,263,1,224.89,1
3623,70,1,3065.9,0
3624,335,1,168.82,1
3626,332,1,1101.24,1
3627,82,1,4768.74,0
3629,328,1,4764.84,0
3630,19,2,9547.78,2
3632,124,1,1977.56,0
3634,75,1,317.66,1
3635,328,1,1303.14,0
3638,312,3,9572.16,2
3639,101,2,6934.1900000000005,2
3640,339,1,640.66,1
3642,152,2,3481.49,2
3645,8,2,11806.82,2
3647,237,1,1677.22,0
3649,76,1,3040.89,0
3651,170,1,317.03,1
3654,234,1,3644.12,0
3656,122,2,2618.1800000000003,2
3657,40,1,2605.69,3
3658,156,3,4867.0,2
3660,18,1,747.12,3
3661,63,1,947.05,1
3662,218,1,6559.04,0
3665,190,2,7405.12,2
3666,228,2,1620.78,2
3667,222,1,1210.41,0
3669,234,1,962.27,1
3672,159,1,559.71,1
3676,251,1,1690.0,0
3680,301,2,3406.58,2
3681,353,1,3297.92,0
3682,92,1,2922.6,0
3686,77,1,1174.43,0
3688,333,1,504.6,1
3690,263,1,5307.62,0
3691,214,2,1492.97,2
3693,140,1,3024.68,0
3697,153,1,2325.48,0
3699,79,1,318.05,1
3701,358,1,542.49,1
3705,136,1,232.75,1
3706,139,1,1081.96,1
3711,343,1,202.3,1
3713,73,1,1173.89,0
3715,37,2,5040.16,2
3716,118,1,1167.95,0
3717,277,1,701.42,1
3718,121,2,1744.21,2
3720,55,2,3747.54,2
3722,329,1,3429.88,0
3725,207,1,676.94,1
3726,140,1,6909.44,0
3727,189,1,2799.69,0
3728,132,1,254.29,1
3732,364,1,1229.92,0
3733,233,1,807.14,1
3735,237,1,110.17,1
3741,44,3,6094.389999999999,2
3742,340,1,1125.14,1
3745,140,1,896.08,1
3746,76,2,9284.9,2
3750,273,1,650.18,1
3751,60,1,2637.54,0
3752,297,2,3028.48,2
3753,11,1,569.7,3
3754,137,1,623.83,1
3761,1,2,2952.99,3
3763,61,1,915.39,1
3765,38,2,2730.73,2
3767,186,3,7697.549999999999,2
3768,57,1,2236.3,0
3769,45,2,1289.65,2
3772,39,1,674.32,3
3773,175,1,437.63,1
3774,223,1,2699.41,0
3775,110,2,4084.83,2
3777,177,2,3038.35,2
3779,360,1,2386.57,0
3783,208,1,604.38,1
3784,86,2,1658.4,2
3788,324,1,929.44,1
3790,235,1,1459.87,0
3792,168,2,3030.7200000000003,2
3793,195,3,3480.98,2
3796,328,1,2238.27,0
3798,334,1,205.98,1
3799,58,2,6810.64,2
3801,365,1,821.75,1
3802,280,1,2927.54,0
3803,142,2,3018.73,2
3804,198,1,1918.85,0
3806,112,2,3081.5,2
3812,126,2,2872.67,2
3813,355,1,744.09,1
3816,272,1,3193.45,0
3818,44,1,3395.26,3
3821,48,2,2830.43,2
3822,326,1,505.58,1
3823,72,1,2194.52,0
3824,49,3,3904.47,2
3827,49,3,6372.849999999999,2
3828,326,1,950.18,1
3829,83,1,564.28,1
3830,22,1,1358.58,3
3831,150,1,7265.12,0
3832,147,1,6699.59,0
3833,68,1,5109.3,0
3834,69,1,968.5,1
3835,122,1,3122.06,0
3839,159,1,903.92,1
3844,53,1,2859.8,0
3845,34,2,2819.12,2
3846,137,1,1652.19,0
3847,298,1,4909.18,0
3848,199,2,5083.42,2
3849,322,1,2315.04,0
3850,121,1,3675.3,0
3851,167,1,2101.57,0
3852,249,1,1110.02,1
3854,329,1,652.25,1
3857,81,1,2698.49,0
3858,199,1,1594.4,0
3860,176,1,2441.37,0
3861,138,1,470.39,1
3862,265,1,3433.82,0
3863,305,1,244.54,1
3870,171,1,6415.09,0
3872,159,1,3073.8,0
3874,46,1,1674.7,3
3876,125,1,4145.45,0
3880,352,1,461.33,1
3881,285,1,4236.88,0
3883,152,2,4394.8,2
3884,190,1,4545.56,0
3885,363,1,3134.36,0
3886,294,1,2776.48,0
3887,97,1,4259.91,0
3888,195,2,1600.38,2
3889,353,1,1150.2,1
3890,321,1,3330.18,0
3891,162,1,1779.52,0
3892,79,2,2469.43,2
3893,238,1,413.16,1
3894,231,1,4068.51,0
3897,89,2,1052.3,2
3907,262,2,2540.27,2
3908,229,1,1345.32,0
3909,293,1,3640.35,0
3910,172,2,2581.38,2
3914,153,1,4176.51,0
3915,125,1,1288.01,0
3916,227,1,2369.47,0
3918,15,1,1907.28,3
3920,129,1,1047.76,1
3921,147,1,1324.54,0
3922,261,1,1124.12,1
3923,224,1,318.92,1
3924,8,2,2837.02,3
3927,65,2,8560.12,2
3928,269,1,490.16,1
3930,116,1,1088.14,1
3931,339,1,1234.71,0
3933,47,1,1443.76,3
3934,138,3,5505.83,2
3935,122,1,6430.12,0
3936,39,2,1458.47,2
3937,212,1,464.54,1
3938,38,1,3931.06,3
3939,114,1,4369.58,0
3941,41,1,1630.36,3
3942,7,1,730.25,3
3943,98,1,1311.95,0
3944,252,1,683.05,1
3945,284,1,427.77,1
3947,172,1,543.58,1
3948,205,1,2062.9,0
3950,34,2,9031.64,2
3956,208,1,378.45,1
3961,62,1,862.45,1
3962,44,2,3816.76,2
3964,316,1,404.17,1
3966,144,2,4789.88,2
3967,210,1,680.25,1
3968,176,1,199.8,1
3970,59,1,1755.35,0
3973,59,2,1321.01,2
3975,131,1,1413.24,0
3976,278,2,6368.5599999999995,2
3978,13,1,1462.08,3
3979,96,1,1357.1,0
3980,207,2,5666.77,2
3982,278,1,2393.76,0
3985,299,1,2319.93,0
3988,47,2,4183.2,2
3989,89,2,4387.52,2
3990,11,1,911.58,3
3991,217,1,2342.56,0
3992,3,1,337.88,3
3999,236,1,2157.54,0
4003,337,1,899.28,1
4004,295,3,11708.76,2
4007,62,1,2343.08,0
4009,273,1,4003.56,0
4012,274,1,3915.48,0
4013,13,2,1972.88,3
4015,324,1,1574.48,0
4017,45,1,1952.4,3
4018,250,1,249.86,1
4019,53,3,6437.1900000000005,2
4021,336,1,52.83,1
4024,346,1,2207.74,0
4026,31,2,1639.45,2
4027,19,1,1179.36,3
4028,117,2,5048.360000000001,2
4029,261,1,1469.52,0
4034,238,1,571.17,1
4037,78,1,664.41,1
4043,49,1,2557.87,3
4049,306,1,1857.63,0
4050,78,1,556.25,1
4052,50,1,1791.86,3
4053,46,1,741.15,3
4054,76,2,1499.75,2
4056,6,1,1388.4,3
4057,43,3,1832.0,2
4059,227,2,4818.08,2
4060,168,1,1658.27,0
4061,130,1,3396.89,0
4062,290,1,1836.99,0
4065,192,1,1786.8,0
4067,244,1,3567.62,0
4070,27,1,6676.36,3
4071,74,2,2540.1,2
4072,72,1,3269.61,0
4074,151,1,1346.17,0
4077,91,1,210.68,1
4079,83,2,3955.5099999999998,2
4080,95,1,4065.77,0
4083,127,5,8232.84,2
4085,315,1,3217.4,0
4087,39,1,741.99,3
4089,115,1,5932.46,0
4090,261,1,1444.09,0
4092,168,1,3916.67,0
4094,335,1,588.27,1
4096,272,1,4301.07,0
4098,87,1,5001.84,0
4099,153,1,2414.06,0
4104,61,2,4315.97,2
4105,150,2,4288.38,2
4108,99,1,1312.99,0
4118,54,1,2096.38,0
4122,97,2,3769.7599999999998,2
4124,340,1,1192.32,0
4130,165,2,3697.2200000000003,2
4131,46,1,607.71,3
4132,296,1,1157.08,1
4136,236,2,1630.75,2
4138,24,2,2299.74,2
4139,261,1,1271.76,0
4140,350,1,3213.84,0
4143,153,1,3290.92,0
4145,69,1,1245.78,0
4146,304,1,6681.54,0
4148,149,1,1473.2,0
4150,332,1,1815.75,0
4152,30,2,8320.56,2
4153,222,1,1728.76,0
4158,286,1,596.49,1
4161,245,1,5184.08,0
4162,24,3,8425.67,2
4164,9,1,542.22,3
4165,102,1,3750.87,0
4167,18,2,868.72,3
4168,170,2,6306.76,2
4169,109,3,3673.29,2
4170,237,1,2308.1,0
4175,184,1,4287.3,0
4176,361,1,496.25,1
4177,263,1,2418.4,0
4178,18,1,1395.26,3
4179,294,2,2921.35,2
4180,141,1,1669.84,0
4184,54,1,1930.11,3
4185,360,1,5984.71,0
4187,250,2,4956.900000000001,2
4190,164,2,2516.34,2
4192,281,2,2515.1,2
4193,31,1,2965.89,3
4195,309,1,1201.96,0
4199,245,1,7250.68,0
4203,5,1,1047.03,3
4205,356,1,926.28,1
4209,303,1,1557.32,0
4210,105,1,462.73,1
4211,77,1,2203.68,0
4212,357,1,1973.96,0
4213,279,1,688.26,1
4215,215,1,3273.55,0
4218,132,2,2586.7,2
4219,334,1,868.6,1
4221,159,1,1375.28,0
4223,106,1,302.58,1
4226,71,1,3746.3,0
4227,220,1,3564.21,0
4228,324,1,977.43,1
4229,109,1,1200.71,0
4234,61,1,636.91,1
4236,30,1,3526.62,3
4237,188,1,509.78,1
4238,82,3,7986.4,2
4240,126,1,2616.22,0
4242,300,1,1817.49,0
4243,164,2,4260.97,2
4244,342,1,2282.56,0
4245,69,3,1619.72,2
4246,136,1,1663.83,0
4247,342,1,1152.74,1
4249,91,1,1963.58,0
4251,27,2,5128.53,2
4252,210,1,1997.42,0
4254,5,4,4072.35,2
4258,132,1,2097.84,0
4262,87,1,2245.91,0
4263,105,1,1729.49,0
4265,106,1,6237.02,0
4268,8,1,2126.4,3
4269,18,2,823.76,3
4270,187,1,2175.73,0
4272,183,1,1733.94,0
4273,185,1,1424.13,0
4278,77,1,1409.9,0
4283,257,2,4764.04,2
4285,335,1,1462.23,0
4290,1,1,2518.56,3
4292,287,1,650.52,1
4294,357,1,1101.18,1
4295,88,1,2481.93,0
4296,327,1,4806.65,0
4297,78,3,6885.57,2
4299,344,1,1944.66,0
4300,326,1,2458.92,0
4301,356,1,700.53,1
4304,282,1,2436.72,0
4307,269,2,2687.38,2
4309,191,1,1238.01,0
4310,245,2,5213.93,2
4311,249,1,232.62,1
4314,238,1,1841.14,0
4315,316,1,1811.52,0
4317,13,3,5285.85,2
4318,180,2,4225.06,2
4319,50,2,1502.8600000000001,2
4323,62,2,1299.37,2
4325,83,1,2445.17,0
4327,263,1,994.55,1
4330,56,3,6137.64,2
4332,131,2,2045.28,2
4333,128,2,731.19,2
4334,153,2,6667.530000000001,2
4336,276,1,5997.12,0
4337,118,2,6784.42,2
4338,146,2,1376.1299999999999,2
4339,90,1,1984.44,0
4340,141,2,2141.76,2
4341,197,1,1294.19,0
4342,41,1,2480.58,3
4349,326,1,4420.73,0
4350,246,1,3135.84,0
4351,305,1,1947.43,0
4352,171,1,2243.24,0
4355,71,1,1341.51,0
4356,184,1,844.92,1
4359,357,1,314.25,1
4360,71,3,7021.110000000001,2
4361,310,1,238.8,1
4363,139,1,1721.16,0
4364,16,2,7837.120000000001,2
4366,126,2,881.91,2
4374,287,1,613.03,1
4378,157,1,497.05,1
4379,347,1,4067.38,0
4381,310,1,2339.8,0
4387,322,1,1003.8,1
4388,224,1,1246.36,0
4390,113,2,1222.6399999999999,2
4391,39,2,3928.09,2
4392,232,3,2719.58,2
4394,135,1,980.67,1
4396,162,1,2756.07,0
4399,223,2,2117.3,2
4405,10,2,4808.39,3
4406,133,1,3534.66,0
4409,112,1,6970.42,0
4410,117,2,2222.85,2
4411,162,2,1267.95,2
4412,211,1,2063.49,0
4413,3,1,4710.4,3
4419,311,1,1521.7,0
4426,221,2,1065.17,2
4427,184,1,334.12,1
4430,282,1,1693.71,0
4431,72,3,3672.6099999999997,2
4432,29,1,1791.32,3
4433,18,3,5489.330000000001,2
4434,303,1,1345.54,0
4438,59,1,2820.69,0
4442,44,2,652.86,3
4443,65,4,6934.299999999999,2
4444,43,2,6973.95,2
4454,352,1,480.07,1
4459,124,2,6336.02,2
4464,191,1,2895.1,0
4466,123,1,770.69,1
4469,204,1,1458.63,0
4472,137,1,3625.96,0
4473,321,1,4621.36,0
4474,259,1,599.22,1
4476,2,2,1663.8899999999999,3
4477,81,1,774.38,1
4478,122,1,2363.85,0
4479,5,2,8329.7,3
4486,71,1,664.62,1
4487,321,1,521.72,1
4492,21,2,2056.43,3
4493,187,1,596.07,1
4495,305,1,3321.72,0
4496,8,1,739.44,3
4502,339,1,714.18,1
4504,154,1,173.14,1
4507,146,1,2014.81,0
4509,302,1,2263.75,0
4510,12,1,1570.05,3
4512,238,1,4512.32,0
4514,198,2,3893.09,2
4517,79,2,2295.0299999999997,2
4518,40,1,1527.33,3
4522,60,1,4767.7,0
4523,202,1,5779.32,0
4527,138,1,1290.7,0
4529,139,2,6720.13,2
4532,59,1,931.34,1
4538,63,1,863.99,1
4539,263,1,961.02,1
4542,95,3,2648.98,2
4543,32,1,800.04,3
4544,204,1,2742.6,0
4546,201,3,5091.650000000001,2
4548,180,1,1570.77,0
4554,63,2,3604.8500000000004,2
4555,298,1,4871.5,0
4561,166,1,2660.36,0
4563,257,1,639.9,1
4564,95,3,4397.78,2
4569,123,1,2062.38,0
4571,122,2,3554.92,2
4572,124,2,2226.78,2
4575,194,1,6218.53,0
4577,140,2,2289.94,2
4579,360,1,1203.75,0
4581,238,1,3190.78,0
4582,119,1,381.47,1
4584,215,1,1095.97,1
4587,292,1,3850.44,0
4589,209,1,383.64,1
4590,4,1,6133.61,3
4591,340,1,611.71,1
4595,108,2,4245.41,2
4596,211,2,6535.43,2
4597,323,1,3567.6,0
4598,129,1,1289.91,0
4599,304,1,184.9,1
4600,28,1,259.79,3
4604,314,1,305.32,1
4605,220,1,873.84,1
4608,292,1,5934.75,0
4609,265,1,1378.16,0
4610,176,1,260.97,1
4611,291,1,3040.3,0
4614,241,1,2116.93,0
4618,353,1,2309.25,0
4619,166,1,2335.77,0
4621,39,1,2842.54,3
4622,258,2,4269.92,2
4623,220,1,1094.55,1
4624,341,1,2266.72,0
4625,41,3,5667.76,2
4629,95,1,615.47,1
4631,143,4,7725.790000000001,2
4632,284,1,4713.37,0
4633,318,1,1445.38,0
4634,29,1,2452.52,3
4635,343,1,6233.48,0
4636,129,1,739.65,1
4638,1,2,1778.41,3
4639,230,1,975.59,1
4642,119,1,1548.43,0
4643,33,1,483.06,3
4647,206,1,595.87,1
4648,284,1,2733.66,0
4649,249,2,1861.74,2
4653,129,1,387.64,1
4654,176,1,921.82,1
4657,300,1,3754.47,0
4660,179,1,1366.91,0
4665,171,1,2427.4,0
4670,113,1,866.48,1
4674,107,2,898.15,2
4676,110,1,745.51,1
4677,6,1,4654.66,3
4680,211,1,205.97,1
4687,111,1,914.64,1
4688,320,2,8653.130000000001,2
4692,5,2,4754.51,3
4693,81,1,164.45,1
4694,126,1,276.81,1
4703,293,1,1713.57,0
4704,21,1,2722.9,3
4705,71,1,2530.89,0
4706,362,1,1093.93,1
4707,357,1,1013.44,1
4709,9,1,2622.78,3
4710,42,1,794.66,3
4711,16,1,244.78,3
4714,14,2,4254.76,2
4716,153,2,1149.72,2
4720,155,1,858.28,1
4721,199,2,4242.63,2
4725,124,2,6865.23,2
4726,21,1,1633.54,3
4727,326,1,998.24,1
4728,164,1,6321.76,0
4730,236,1,902.54,1
4731,259,1,1767.68,0
4732,12,1,1245.51,3
4733,358,1,2331.11,0
4735,185,1,1084.0,1
4740,44,1,1905.8,3
4741,152,1,2471.74,0
4744,49,1,1725.16,3
4745,281,1,183.36,1
4747,49,2,2332.3900000000003,2
4749,282,2,1955.46,2
4750,160,1,4305.24,0
4752,282,1,2768.64,0
4753,141,1,3126.12,0
4764,43,1,751.09,3
4766,11,2,885.63,3
4770,258,2,942.8,2
4774,90,1,786.74,1
4780,32,2,3309.3,2
4786,157,3,5536.85,2
4787,265,1,7657.8,0
4789,16,1,273.35,3
4796,290,1,735.32,1
4797,295,1,1116.86,1
4798,53,2,9076.93,2
4800,123,1,1995.76,0
4804,188,2,1535.82,2
4805,319,1,792.16,1
4809,186,1,3851.35,0
4810,165,2,1880.1,2
4811,155,1,1429.28,0
4813,116,1,3862.44,0
4814,329,1,1264.95,0
4816,235,1,6170.93,0
4818,16,4,6372.86,2
4819,41,1,1279.72,3
4820,169,1,2950.38,0
4821,96,1,1836.24,0
4822,123,2,8346.199999999999,2
4825,57,2,1490.6,2
4827,206,1,2221.98,0
4829,15,1,568.17,3
4830,277,2,1547.7,2
4832,221,2,1990.24,2
4833,6,3,3596.5999999999995,2
4836,49,2,666.77,2
4841,13,2,2304.5699999999997,3
4842,16,1,676.41,3
4846,140,2,4914.88,2
4847,293,1,4287.6,0
4850,248,1,1923.75,0
4851,154,2,2957.42,2
4852,47,1,1511.68,3
4853,26,1,1440.87,3
4854,348,1,1240.29,0
4856,45,1,1059.04,3
4857,72,1,5463.21,0
4858,117,1,404.22,1
4860,247,1,1047.66,1
4861,153,2,2796.2,2
4862,275,1,488.26,1
4863,139,2,4157.91,2
4864,232,2,2406.74,2
4865,168,1,1068.18,1
4866,176,2,6544.44,2
4869,152,1,2169.25,0
4870,219,1,898.68,1
4875,140,1,2180.9,0
4876,148,2,1527.08,2
4877,187,1,2775.81,0
4879,112,2,8158.59,2
4882,134,1,1967.73,0
4883,102,2,2364.35,2
4884,68,4,3392.8900000000003,2
4886,92,2,1225.46,2
4887,1,2,3840.1899999999996,3
4890,3,1,568.79,3
4891,353,1,1709.76,0
4892,315,1,1010.33,1
4896,149,1,1024.17,1
4897,308,1,551.66,1
4899,79,1,600.81,1
4900,46,2,1777.66,2
4901,261,1,3558.64,0
4903,222,2,4042.13,2
4904,177,1,1223.08,0
4906,7,2,1877.35,3
4907,248,1,1197.76,0
4908,52,3,1773.8400000000001,2
4910,9,1,1676.0,3
4912,12,2,5631.179999999999,2
4915,61,2,3262.0,2
4920,13,1,1679.13,3
4922,322,1,483.1,1
4925,191,1,484.65,1
4927,27,2,3224.07,2
4929,270,1,687.46,1
4930,49,1,2446.4,3
4933,321,1,2719.84,0
4937,299,1,3209.76,0
4938,242,1,1386.1,0
4939,21,2,6339.5,2
4940,90,1,1604.26,0
4941,69,2,1640.37,2
4943,62,1,2549.12,0
4944,11,2,1870.42,3
4949,20,2,8753.49,2
4950,21,2,5362.47,2
4952,110,1,1834.4,0
4953,17,1,3283.82,3
4956,180,1,1199.66,0
4959,84,2,7128.1900000000005,2
4960,19,2,2946.5,2
4964,242,1,772.32,1
4965,236,1,5348.71,0
4972,270,1,150.38,1
4980,238,1,1369.58,0
4981,6,1,458.07,3
4982,146,1,3112.16,0
4983,240,1,79.71,1
4984,3,2,5128.49,3
4985,251,1,1006.89,1
4986,115,2,6459.74,2
4993,227,1,3796.27,0
4995,119,1,1183.12,0
4998,112,1,1850.24,0
4999,196,1,3064.19,0
5001,23,1,1028.84,3
5004,180,2,8443.94,2
5010,113,2,4216.62,2
5012,3,1,333.74,3
5013,130,2,4122.15,2
5014,69,1,152.16,1
5015,200,1,529.96,1
5018,127,2,4148.03,2
5022,127,1,474.8,1
5026,168,2,2539.03,2
5028,42,1,2863.78,3
5030,187,1,2261.92,0
5032,20,2,5641.2699999999995,2
5033,130,1,868.47,1
5034,334,1,784.35,1
5037,5,2,1138.6,3
5038,14,2,2512.57,3
5039,292,1,5867.1,0
5045,327,1,1715.42,0
5046,131,1,3983.36,0
5047,232,1,2393.85,0
5048,218,2,3428.31,2
5050,262,1,2751.56,0
5054,180,1,335.14,1
5055,309,1,356.62,1
5056,92,1,1225.19,0
5059,91,3,3399.3100000000004,2
5060,18,1,5304.18,3
5061,143,1,1104.81,1
5064,251,1,685.66,1
5066,351,1,6746.0,0
5067,312,1,1183.0,0
5069,186,1,1020.28,1
5071,283,1,1725.08,0
5074,151,1,105.26,1
5075,305,1,1648.8,0
5079,103,2,1421.5500000000002,2
5081,227,1,2189.33,0
5082,253,2,2299.04,2
5083,309,1,286.18,1
5087,95,1,2965.56,0
5088,298,1,1046.38,1
5090,276,1,1895.4,0
5091,326,1,912.44,1
5092,179,2,5768.9,2
5093,155,1,4636.12,0
5098,170,1,757.4,1
5103,161,1,285.07,1
5105,307,1,407.7,1
5107,176,1,1424.89,0
5108,99,1,1140.74,1
5109,50,2,3145.08,2
5111,280,1,275.99,1
5113,87,1,469.93,1
5115,284,1,3400.42,0
5118,101,1,1688.7,0
5119,68,2,3172.1499999999996,2
5120,260,2,2992.91,2
5123,151,1,140.4,1
5126,217,1,4094.21,0
5127,292,1,2613.52,0
5128,357,1,2595.81,0
5132,359,1,1352.01,0
5133,172,1,586.87,1
5138,26,1,2891.82,3
5140,243,1,1418.33,0
5141,143,1,940.71,1
5143,16,2,1620.7800000000002,3
5144,134,1,879.59,1
5146,206,1,1760.28,0
5147,130,1,446.38,1
5148,163,3,6018.0599999999995,2
5151,134,1,4337.17,0
5153,311,1,1722.1,0
5161,138,1,58.43,1
5162,234,1,1248.08,0
5163,198,1,2251.19,0
5166,50,1,1061.77,3
5172,163,1,903.48,1
5174,144,2,1503.4,2
5176,36,4,15955.15,2
5179,113,1,1319.44,0
5180,164,1,3580.77,0
5183,121,1,991.8,1
5188,133,1,4880.26,0
5194,213,1,769.59,1
5199,91,1,880.7,1
5200,6,1,178.74,3
5202,79,1,861.31,1
5206,68,1,4256.56,0
5211,359,1,4036.14,0
5212,35,1,1241.29,3
5213,92,3,4566.01,2
5217,161,1,2023.81,0
5218,285,1,390.54,1
5220,247,1,1020.52,1
5221,141,3,4751.84,2
5222,236,1,1258.38,0
5224,173,1,824.3,1
5225,119,2,935.03,2
5227,155,1,633.0,1
5228,69,1,1246.53,0
5229,263,2,2889.7799999999997,2
5232,70,1,43.35,1
5238,213,1,787.17,1
5239,242,1,594.6,1
5241,98,1,1445.98,0
5242,35,2,916.84,3
5244,130,1,863.44,1
5245,109,2,6146.6,2
5246,133,1,2238.2,0
5249,359,1,926.31,1
5252,103,2,2427.33,2
5253,333,1,1474.56,0
5255,120,2,2754.84,2
5264,184,1,472.87,1
5265,186,1,591.32,1
5266,33,1,2223.78,3
5270,277,1,2493.64,0
5274,312,2,1383.16,2
5276,157,2,3381.56,2
5278,141,1,4951.04,0
5279,151,2,1914.4099999999999,2
5280,114,2,2874.03,2
5281,148,2,1360.48,2
5284,70,1,1169.3,0
5285,79,2,2528.77,2
5288,59,2,5552.33,2
